Stimmart,AGS,"Landkreis-nummer","Gemeinde-nummer",Gemeindename,Art des Wahl-vorschlags,Kurzname,"MerkmalLangname",Anzahl,in Prozent,Sitze,darunter Sitze weiblich
Gemeindevertretung,1206016103,60,161,Melchow,,Sitze,Sitze,10,100,0,0
Gemeindevertretung,1206016103,60,161,Melchow,P,SPD,Sozialdemokratische Partei Deutschlands,301,16.8,2,0
Gemeindevertretung,1206016103,60,161,Melchow,WG,PROM,ProMelchow,981,54.9,6,2
Gemeindevertretung,1206016103,60,161,Melchow,WG,WG NfM,Nachhaltig für Melchow,407,22.8,2,0
Gemeindevertretung,1206016103,60,161,Melchow,EB,Einzel,Sven Leisten,99,5.5,0,0
Gemeindevertretung,1206019203,60,192,Rüdnitz,,Wahlberechtigt,Wahlberechtigt,1716,100,0,0
Gemeindevertretung,1206019203,60,192,Rüdnitz,,Wähler,Wähler,1099,64,0,0
Gemeindevertretung,1206019203,60,192,Rüdnitz,,Wahlschein,Wahlschein,0,0,0,0
Gemeindevertretung,1206019203,60,192,Rüdnitz,,Gueltig,Gueltig,3181,96.5,0,0
Gemeindevertretung,1206019203,60,192,Rüdnitz,,Ungueltig,Ungueltig,28,2.5,0,0
Gemeindevertretung,1206019203,60,192,Rüdnitz,,Sitze,Sitze,12,100,0,0
Gemeindevertretung,1206019203,60,192,Rüdnitz,WG,FWR,Freie Wählerliste Rüdnitz,1341,42.2,5,3
Gemeindevertretung,1206019203,60,192,Rüdnitz,WG,WAR,Aktiv für Rüdnitz,1840,57.8,7,3
Gemeindevertretung,1206025003,60,250,Sydower Fließ,,Wahlberechtigt,Wahlberechtigt,797,100,0,0
Gemeindevertretung,1206025003,60,250,Sydower Fließ,,Wähler,Wähler,518,65,0,0
Gemeindevertretung,1206025003,60,250,Sydower Fließ,,Wahlschein,Wahlschein,0,0,0,0
Gemeindevertretung,1206025003,60,250,Sydower Fließ,,Gueltig,Gueltig,1510,97.2,0,0
Gemeindevertretung,1206025003,60,250,Sydower Fließ,,Ungueltig,Ungueltig,12,2.3,0,0
Gemeindevertretung,1206025003,60,250,Sydower Fließ,,Sitze,Sitze,10,100,0,0
Gemeindevertretung,1206025003,60,250,Sydower Fließ,WG,WSF,Sydower Fließ,1006,66.6,7,3
Gemeindevertretung,1206025003,60,250,Sydower Fließ,WG,KECK,Kommunal-Erfahren-Couragiert-Kompetent,504,33.4,3,1
Gemeindevertretung,1206001206,60,012,Althüttendorf,,Wahlberechtigt,Wahlberechtigt,570,100,0,0
Gemeindevertretung,1206001206,60,012,Althüttendorf,,Wähler,Wähler,392,68.8,0,0
Gemeindevertretung,1206001206,60,012,Althüttendorf,,Wahlschein,Wahlschein,70,17.9,0,0
Gemeindevertretung,1206001206,60,012,Althüttendorf,,Gueltig,Gueltig,1139,96.9,0,0
Gemeindevertretung,1206001206,60,012,Althüttendorf,,Ungueltig,Ungueltig,11,2.8,0,0
Gemeindevertretung,1206001206,60,012,Althüttendorf,,Sitze,Sitze,8,100,0,0
Gemeindevertretung,1206001206,60,012,Althüttendorf,WG,WG Tradition und Zukunft,Wählergruppe Tradition und Zukunft,426,37.4,3,1
Gemeindevertretung,1206001206,60,012,Althüttendorf,WG,FFA,Wählergruppe Freiwillige Feuerwehr Althüttendorf,424,37.2,3,0
Gemeindevertretung,1206001206,60,012,Althüttendorf,EB,Thöns,Thöns,64,5.6,0,0
Gemeindevertretung,1206001206,60,012,Althüttendorf,EB,Böhlke,Böhlke,37,3.2,0,0
Gemeindevertretung,1206001206,60,012,Althüttendorf,EB,Gaedeke,Gaedeke,73,6.4,1,0
Gemeindevertretung,1206001206,60,012,Althüttendorf,EB,Vogel,Vogel,115,10.1,1,1
Gemeindevertretung,1206006806,60,068,Friedrichswalde,,Wahlberechtigt,Wahlberechtigt,716,100,0,0
Gemeindevertretung,1206006806,60,068,Friedrichswalde,,Wähler,Wähler,564,78.8,0,0
Gemeindevertretung,1206006806,60,068,Friedrichswalde,,Wahlschein,Wahlschein,200,35.5,0,0
Gemeindevertretung,1206006806,60,068,Friedrichswalde,,Gueltig,Gueltig,1659,98,0,0
Gemeindevertretung,1206006806,60,068,Friedrichswalde,,Ungueltig,Ungueltig,8,1.4,0,0
Gemeindevertretung,1206006806,60,068,Friedrichswalde,,Sitze,Sitze,10,100,0,0
Gemeindevertretung,1206006806,60,068,Friedrichswalde,WG,WGF,Wählergemeinschaft für die Gemeinde Friedrichswalde,587,35.4,3,0
Gemeindevertretung,1206006806,60,068,Friedrichswalde,EB,Ströbele,Ströbele,547,33,3,0
Gemeindevertretung,1206006806,60,068,Friedrichswalde,EB,Senften,Senften,116,7,1,1
Gemeindevertretung,1206006806,60,068,Friedrichswalde,EB,Dr. Schädler,Dr. Schädler,119,7.2,1,1
Gemeindevertretung,1206006806,60,068,Friedrichswalde,WG,WG Parlow-Glambeck 2019,Wählergruppe Parlow-Glambeck 2019,199,12,1,0
Gemeindevertretung,1206006806,60,068,Friedrichswalde,EB,Westphal,Westphal,91,5.5,1,0
Gemeindevertretung,1206010006,60,100,"Joachimsthal, Stadt",,Wahlberechtigt,Wahlberechtigt,2844,100,0,0
Gemeindevertretung,1206010006,60,100,"Joachimsthal, Stadt",,Wähler,Wähler,1361,47.9,0,0
Gemeindevertretung,1206010006,60,100,"Joachimsthal, Stadt",,Wahlschein,Wahlschein,318,23.4,0,0
Gemeindevertretung,1206010006,60,100,"Joachimsthal, Stadt",,Gueltig,Gueltig,3944,96.6,0,0
Gemeindevertretung,1206010006,60,100,"Joachimsthal, Stadt",,Ungueltig,Ungueltig,37,2.7,0,0
Gemeindevertretung,1206010006,60,100,"Joachimsthal, Stadt",,Sitze,Sitze,16,100,0,0
Gemeindevertretung,1206010006,60,100,"Joachimsthal, Stadt",P,DIE LINKE,DIE LINKE,284,7.2,1,0
Gemeindevertretung,1206010006,60,100,"Joachimsthal, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,1370,34.7,6,3
Gemeindevertretung,1206010006,60,100,"Joachimsthal, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,438,11.1,2,0
Gemeindevertretung,1206010006,60,100,"Joachimsthal, Stadt",P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,482,12.2,2,2
Gemeindevertretung,1206010006,60,100,"Joachimsthal, Stadt",WG,WG Pro Joachimsthal,Wählergemeinschaft Pro Joachimsthal,1077,27.3,4,0
Gemeindevertretung,1206010006,60,100,"Joachimsthal, Stadt",EB,EB Glöck,Einzelwahlvorschlag Glöck,223,5.7,1,1
Gemeindevertretung,1206010006,60,100,"Joachimsthal, Stadt",EB,EB Herholdt,Einzelwahlvorschlag Herholdt,70,1.8,0,0
Gemeindevertretung,1206029606,60,296,Ziethen,,Wahlberechtigt,Wahlberechtigt,381,100,0,0
Gemeindevertretung,1206029606,60,296,Ziethen,,Wähler,Wähler,243,63.8,0,0
Gemeindevertretung,1206029606,60,296,Ziethen,,Wahlschein,Wahlschein,23,9.5,0,0
Gemeindevertretung,1206029606,60,296,Ziethen,,Gueltig,Gueltig,714,97.9,0,0
Gemeindevertretung,1206029606,60,296,Ziethen,,Ungueltig,Ungueltig,4,1.6,0,0
Gemeindevertretung,1206029606,60,296,Ziethen,,Sitze,Sitze,8,100,0,0
Gemeindevertretung,1206029606,60,296,Ziethen,EB,Wölk,Wölk,97,13.6,1,0
Gemeindevertretung,1206029606,60,296,Ziethen,EB,Rouvel,Rouvel,93,13,1,1
Gemeindevertretung,1206029606,60,296,Ziethen,EB,Beuster,Beuster,36,5,0,0
Gemeindevertretung,1206029606,60,296,Ziethen,EB,Stein,Stein,129,18.1,2,0
Gemeindevertretung,1206029606,60,296,Ziethen,EB,Kranz,Kranz,43,6,1,0
Gemeindevertretung,1206029606,60,296,Ziethen,EB,Praschma,Praschma,32,4.5,0,0
Gemeindevertretung,1206029606,60,296,Ziethen,WG,WG Feuerwehr LG Groß Ziethen,Wählergruppe Feuerwehr LG Groß Ziethen,126,17.6,1,0
Gemeindevertretung,1206029606,60,296,Ziethen,EB,Paal,Paal,158,22.1,2,1
Gemeindevertretung,1206003611,60,036,Britz,,Wahlberechtigt,Wahlberechtigt,1824,100,0,0
Gemeindevertretung,1206003611,60,036,Britz,,Wähler,Wähler,1062,58.2,0,0
Gemeindevertretung,1206003611,60,036,Britz,,Wahlschein,Wahlschein,0,0,0,0
Gemeindevertretung,1206003611,60,036,Britz,,Gueltig,Gueltig,3067,96.3,0,0
Gemeindevertretung,1206003611,60,036,Britz,,Ungueltig,Ungueltig,29,2.7,0,0
Gemeindevertretung,1206003611,60,036,Britz,,Sitze,Sitze,12,100,0,0
Gemeindevertretung,1206003611,60,036,Britz,WG,UWB,unabhängige Wählergemeinschaft Britz,2573,83.9,10,3
Gemeindevertretung,1206003611,60,036,Britz,EB,EB Ahl,Einzelwahlvorschlag Ahl,143,4.7,1,1
Gemeindevertretung,1206003611,60,036,Britz,EB,EB Krumbach,Einzelwahlvorschlag Krumbach,351,11.4,1,0
Gemeindevertretung,1206004511,60,045,Chorin,,Wahlberechtigt,Wahlberechtigt,2032,100,0,0
Gemeindevertretung,1206004511,60,045,Chorin,,Wähler,Wähler,1245,61.3,0,0
Gemeindevertretung,1206004511,60,045,Chorin,,Wahlschein,Wahlschein,204,16.4,0,0
Gemeindevertretung,1206004511,60,045,Chorin,,Gueltig,Gueltig,3617,96.8,0,0
Gemeindevertretung,1206004511,60,045,Chorin,,Ungueltig,Ungueltig,25,2,0,0
Gemeindevertretung,1206004511,60,045,Chorin,,Sitze,Sitze,12,100,0,0
Gemeindevertretung,1206004511,60,045,Chorin,P,DIE LINKE,DIE LINKE,504,13.9,2,0
Gemeindevertretung,1206004511,60,045,Chorin,P,CDU,Christlich Demokratische Union Deutschlands,1242,34.3,4,0
Gemeindevertretung,1206004511,60,045,Chorin,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,440,12.2,1,1
Gemeindevertretung,1206004511,60,045,Chorin,WG,Liste für konstruktive Kommunalpolitik,Liste für konstruktive Kommunalpolitik,289,8,1,1
Gemeindevertretung,1206004511,60,045,Chorin,WG,UWB,unabhängige Wählergemeinschaft Brodowin,587,16.2,2,0
Gemeindevertretung,1206004511,60,045,Chorin,WG,WG Serwest,Wählergruppe Serwest,244,6.7,1,1
Gemeindevertretung,1206004511,60,045,Chorin,EB,EB Dr. Engel,Einzelwahlvorschlag Dr. Engel,220,6.1,1,0
Gemeindevertretung,1206004511,60,045,Chorin,EB,EB Blank,Einzelbewerber Blank,47,1.3,0,0
Gemeindevertretung,1206004511,60,045,Chorin,EB,EB Geldner,Einzelwahlvorschlag Geldner,44,1.2,0,0
Gemeindevertretung,1206009211,60,092,Hohenfinow,,Wahlberechtigt,Wahlberechtigt,430,100,0,0
Gemeindevertretung,1206009211,60,092,Hohenfinow,,Wähler,Wähler,265,61.6,0,0
Gemeindevertretung,1206009211,60,092,Hohenfinow,,Wahlschein,Wahlschein,29,10.9,0,0
Gemeindevertretung,1206009211,60,092,Hohenfinow,,Gueltig,Gueltig,745,93.7,0,0
Gemeindevertretung,1206009211,60,092,Hohenfinow,,Ungueltig,Ungueltig,11,4.2,0,0
Gemeindevertretung,1206009211,60,092,Hohenfinow,,Sitze,Sitze,8,100,0,0
Gemeindevertretung,1206009211,60,092,Hohenfinow,WG,Parteilose WG Hohenfinow,Parteilose Wählergruppe Hohenfinow,666,89.4,7,0
Gemeindevertretung,1206009211,60,092,Hohenfinow,EB,EB Gutsche,Einzelwahlvorschlag Gutsche,79,10.6,1,0
Gemeindevertretung,1206012811,60,128,Liepe,,Wahlberechtigt,Wahlberechtigt,615,100,0,0
Gemeindevertretung,1206012811,60,128,Liepe,,Wähler,Wähler,344,55.9,0,0
Gemeindevertretung,1206012811,60,128,Liepe,,Wahlschein,Wahlschein,72,20.9,0,0
Gemeindevertretung,1206012811,60,128,Liepe,,Gueltig,Gueltig,1016,98.4,0,0
Gemeindevertretung,1206012811,60,128,Liepe,,Ungueltig,Ungueltig,5,1.5,0,0
Gemeindevertretung,1206012811,60,128,Liepe,,Sitze,Sitze,8,100,0,0
Gemeindevertretung,1206012811,60,128,Liepe,WG,GfL,Gemeinsam für Liepe,1016,100,8,1
Gemeindevertretung,1206014911,60,149,Lunow-Stolzenhagen,,Wahlberechtigt,Wahlberechtigt,1020,100,0,0
Gemeindevertretung,1206014911,60,149,Lunow-Stolzenhagen,,Wähler,Wähler,575,56.4,0,0
Gemeindevertretung,1206014911,60,149,Lunow-Stolzenhagen,,Wahlschein,Wahlschein,83,14.4,0,0
Gemeindevertretung,1206014911,60,149,Lunow-Stolzenhagen,,Gueltig,Gueltig,1668,96.7,0,0
Gemeindevertretung,1206014911,60,149,Lunow-Stolzenhagen,,Ungueltig,Ungueltig,11,1.9,0,0
Gemeindevertretung,1206014911,60,149,Lunow-Stolzenhagen,,Sitze,Sitze,10,100,0,0
Gemeindevertretung,1206014911,60,149,Lunow-Stolzenhagen,P,CDU,Christlich Demokratische Union Deutschlands,131,7.9,1,0
Gemeindevertretung,1206014911,60,149,Lunow-Stolzenhagen,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,52,3.1,0,0
Gemeindevertretung,1206014911,60,149,Lunow-Stolzenhagen,WG,ALS,Aktionsbündnis Lunow-Stolzenhagen,614,36.8,4,2
Gemeindevertretung,1206014911,60,149,Lunow-Stolzenhagen,WG,AIG,Allgemeine Interessengemeinschaft Lunow-Stolzenhagen,737,44.2,4,3
Gemeindevertretung,1206014911,60,149,Lunow-Stolzenhagen,WG,WG Feuerwehr Lunow-Stolzenhagen,Wählergemeinschaft Feuerwehr Lunow-Stolzenhagen,134,8,1,1
Gemeindevertretung,1206017211,60,172,Niederfinow,,Wahlberechtigt,Wahlberechtigt,521,100,0,0
Gemeindevertretung,1206017211,60,172,Niederfinow,,Wähler,Wähler,333,63.9,0,0
Gemeindevertretung,1206017211,60,172,Niederfinow,,Wahlschein,Wahlschein,57,17.1,0,0
Gemeindevertretung,1206017211,60,172,Niederfinow,,Gueltig,Gueltig,967,96.8,0,0
Gemeindevertretung,1206017211,60,172,Niederfinow,,Ungueltig,Ungueltig,8,2.4,0,0
Gemeindevertretung,1206017211,60,172,Niederfinow,,Sitze,Sitze,8,100,0,0
Gemeindevertretung,1206017211,60,172,Niederfinow,P,SPD,Sozialdemokratische Partei Deutschlands,131,13.5,1,0
Gemeindevertretung,1206017211,60,172,Niederfinow,WG,FuN,Für unser Niederfinow,765,79.1,6,2
Gemeindevertretung,1206017211,60,172,Niederfinow,EB,EB Kunert,Einzelwahlvorschlag Kunert,71,7.3,1,0
Gemeindevertretung,1206017611,60,176,"Oderberg, Stadt",,Wahlberechtigt,Wahlberechtigt,1794,100,0,0
Gemeindevertretung,1206017611,60,176,"Oderberg, Stadt",,Wähler,Wähler,852,47.5,0,0
Gemeindevertretung,1206017611,60,176,"Oderberg, Stadt",,Wahlschein,Wahlschein,75,8.8,0,0
Gemeindevertretung,1206017611,60,176,"Oderberg, Stadt",,Gueltig,Gueltig,2452,95.9,0,0
Gemeindevertretung,1206017611,60,176,"Oderberg, Stadt",,Ungueltig,Ungueltig,25,2.9,0,0
Gemeindevertretung,1206017611,60,176,"Oderberg, Stadt",,Sitze,Sitze,12,100,0,0
Gemeindevertretung,1206017611,60,176,"Oderberg, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,323,13.2,1,0
Gemeindevertretung,1206017611,60,176,"Oderberg, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,768,31.3,4,2
Gemeindevertretung,1206017611,60,176,"Oderberg, Stadt",WG,BfO,Bündnis für Oderberg,1259,51.3,7,3
Gemeindevertretung,1206017611,60,176,"Oderberg, Stadt",EB,EB Mix,Einzelwahlvorschlag Mix,102,4.2,0,0
Gemeindevertretung,1206018511,60,185,Parsteinsee,,Wahlberechtigt,Wahlberechtigt,478,100,0,0
Gemeindevertretung,1206018511,60,185,Parsteinsee,,Wähler,Wähler,261,54.6,0,0
Gemeindevertretung,1206018511,60,185,Parsteinsee,,Wahlschein,Wahlschein,10,3.8,0,0
Gemeindevertretung,1206018511,60,185,Parsteinsee,,Gueltig,Gueltig,752,96,0,0
Gemeindevertretung,1206018511,60,185,Parsteinsee,,Ungueltig,Ungueltig,10,3.8,0,0
Gemeindevertretung,1206018511,60,185,Parsteinsee,,Sitze,Sitze,8,100,0,0
Gemeindevertretung,1206018511,60,185,Parsteinsee,WG,AWP,Allgemeine Wählergruppe Parsteinsee,125,16.6,1,0
Gemeindevertretung,1206018511,60,185,Parsteinsee,WG,Wählerinitiative Parsteinsee,Wählerinitiative Parsteinsee,196,26.1,2,0
Gemeindevertretung,1206018511,60,185,Parsteinsee,WG,Alternative WG Parsteinsee,Alternaitve Wählergemeinschaft Parsteinsee,105,14,1,1
Gemeindevertretung,1206018511,60,185,Parsteinsee,WG,IFP,Interessengemeinschaft FFW Parsteinsee,326,43.4,4,0
Gemeindevertretung,12061020,61,020,Bestensee,,Wahlberechtigt,Wahlberechtigt,6627,100,0,0
Gemeindevertretung,12061020,61,020,Bestensee,,Wähler,Wähler,4057,61.2,0,0
Gemeindevertretung,12061020,61,020,Bestensee,,Wahlschein,Wahlschein,1058,26.1,0,0
Gemeindevertretung,12061020,61,020,Bestensee,,Gueltig,Gueltig,11883,97.6,0,0
Gemeindevertretung,12061020,61,020,Bestensee,,Ungueltig,Ungueltig,62,1.5,0,0
Gemeindevertretung,12061020,61,020,Bestensee,,Sitze,Sitze,18,100,0,0
Gemeindevertretung,12061020,61,020,Bestensee,P,CDU,Christlich Demokratische Union Deutschlands,1124,9.5,2,0
Gemeindevertretung,12061020,61,020,Bestensee,P,DIE LINKE,DIE LINKE,1439,12.1,2,2
Gemeindevertretung,12061020,61,020,Bestensee,P,AfD,Alternative für Deutschland,1332,11.2,2,1
Gemeindevertretung,12061020,61,020,Bestensee,WG,UBBP,Unabhängige Bürger für Bestensee,4269,35.9,6,2
Gemeindevertretung,12061020,61,020,Bestensee,WG,Plan Bestensee 2025,Plan Bestensee 2025,2072,17.4,3,0
Gemeindevertretung,12061020,61,020,Bestensee,WG,WIR!,WIR!-Gemeinsam für Bestensee und Pätz,1647,13.9,3,1
Gemeindevertretung,12061112,61,112,Eichwalde,,Wahlberechtigt,Wahlberechtigt,5422,100,0,0
Gemeindevertretung,12061112,61,112,Eichwalde,,Wähler,Wähler,3798,70,0,0
Gemeindevertretung,12061112,61,112,Eichwalde,,Wahlschein,Wahlschein,1095,28.8,0,0
Gemeindevertretung,12061112,61,112,Eichwalde,,Gueltig,Gueltig,11061,97.1,0,0
Gemeindevertretung,12061112,61,112,Eichwalde,,Ungueltig,Ungueltig,57,1.5,0,0
Gemeindevertretung,12061112,61,112,Eichwalde,,Sitze,Sitze,18,100,0,0
Gemeindevertretung,12061112,61,112,Eichwalde,P,SPD,Sozialdemokratische Partei Deutschlands,2050,18.5,3,2
Gemeindevertretung,12061112,61,112,Eichwalde,P,CDU,Christlich Demokratische Union Deutschlands,1983,17.9,3,2
Gemeindevertretung,12061112,61,112,Eichwalde,P,DIE LINKE,DIE LINKE,1675,15.1,3,2
Gemeindevertretung,12061112,61,112,Eichwalde,P,AfD,Alternative für Deutschland,1545,14,3,0
Gemeindevertretung,12061112,61,112,Eichwalde,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,2137,19.3,3,1
Gemeindevertretung,12061112,61,112,Eichwalde,WG,WIE,WählerInitiative Eichwalde,1671,15.1,3,1
Gemeindevertretung,12061217,61,217,Heidesee,,Wahlberechtigt,Wahlberechtigt,6218,100,0,0
Gemeindevertretung,12061217,61,217,Heidesee,,Wähler,Wähler,4102,66,0,0
Gemeindevertretung,12061217,61,217,Heidesee,,Wahlschein,Wahlschein,773,18.8,0,0
Gemeindevertretung,12061217,61,217,Heidesee,,Gueltig,Gueltig,11964,97.2,0,0
Gemeindevertretung,12061217,61,217,Heidesee,,Ungueltig,Ungueltig,72,1.8,0,0
Gemeindevertretung,12061217,61,217,Heidesee,,Sitze,Sitze,18,100,0,0
Gemeindevertretung,12061217,61,217,Heidesee,P,SPD,Sozialdemokratische Partei Deutschlands,1087,9.1,2,1
Gemeindevertretung,12061217,61,217,Heidesee,P,CDU,Christlich Demokratische Union Deutschlands,1529,12.8,2,1
Gemeindevertretung,12061217,61,217,Heidesee,P,DIE LINKE,DIE LINKE,1900,15.9,3,1
Gemeindevertretung,12061217,61,217,Heidesee,P,AfD,Alternative für Deutschland,1901,15.9,3,0
Gemeindevertretung,12061217,61,217,Heidesee,WG,UWGH,Unabhängige Wählergruppe Heidesee,2476,20.7,4,0
Gemeindevertretung,12061217,61,217,Heidesee,WG,UWG,Unabhängige Wählergemeinschaft Friedersdorf,955,8,1,0
Gemeindevertretung,12061217,61,217,Heidesee,WG,BfB,Bürger für Bürger,2116,17.7,3,0
Gemeindevertretung,12061219,61,219,Heideblick,,Wahlberechtigt,Wahlberechtigt,3097,100,0,0
Gemeindevertretung,12061219,61,219,Heideblick,,Wähler,Wähler,2062,66.6,0,0
Gemeindevertretung,12061219,61,219,Heideblick,,Wahlschein,Wahlschein,236,11.4,0,0
Gemeindevertretung,12061219,61,219,Heideblick,,Gueltig,Gueltig,5875,95,0,0
Gemeindevertretung,12061219,61,219,Heideblick,,Ungueltig,Ungueltig,52,2.5,0,0
Gemeindevertretung,12061219,61,219,Heideblick,,Sitze,Sitze,16,100,0,0
Gemeindevertretung,12061219,61,219,Heideblick,P,SPD,Sozialdemokratische Partei Deutschlands,364,6.2,1,1
Gemeindevertretung,12061219,61,219,Heideblick,P,CDU,Christlich Demokratische Union Deutschlands,796,13.5,2,0
Gemeindevertretung,12061219,61,219,Heideblick,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,467,7.9,1,1
Gemeindevertretung,12061219,61,219,Heideblick,WG,AWGH,Allgemeine Wählergemeinschaft Heideblick,2338,39.8,6,1
Gemeindevertretung,12061219,61,219,Heideblick,LV,WG Süd/FDP,Wählergemeinschaft Süd/Freie Demokratische Partei Listenvereinigung der Wählergemeinschaft Süd (WG Süd) und der Freien Demokratischen Partei (FDP),739,12.6,2,0
Gemeindevertretung,12061219,61,219,Heideblick,WG,WGW,Wählergemeinschaft Wehnsdorf,209,3.6,1,1
Gemeindevertretung,12061219,61,219,Heideblick,WG,FGW,Falkenberger Wählergemeinschaft,275,4.7,1,0
Gemeindevertretung,12061219,61,219,Heideblick,WG,WG Waltersdorf,Wählergemeinschaft Waltersdorf,233,4,1,0
Gemeindevertretung,12061219,61,219,Heideblick,WG,WG Pro Heideblick,Wählergruppe Pro Heideblick,454,7.7,1,0
Gemeindevertretung,12061260,61,260,"Königs Wusterhausen, Stadt",,Wahlberechtigt,Wahlberechtigt,31258,100,0,0
Gemeindevertretung,12061260,61,260,"Königs Wusterhausen, Stadt",,Wähler,Wähler,18179,58.2,0,0
Gemeindevertretung,12061260,61,260,"Königs Wusterhausen, Stadt",,Wahlschein,Wahlschein,4459,24.5,0,0
Gemeindevertretung,12061260,61,260,"Königs Wusterhausen, Stadt",,Gueltig,Gueltig,52466,96.2,0,0
Gemeindevertretung,12061260,61,260,"Königs Wusterhausen, Stadt",,Ungueltig,Ungueltig,368,2,0,0
Gemeindevertretung,12061260,61,260,"Königs Wusterhausen, Stadt",,Sitze,Sitze,36,100,0,0
Gemeindevertretung,12061260,61,260,"Königs Wusterhausen, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,9886,18.8,7,3
Gemeindevertretung,12061260,61,260,"Königs Wusterhausen, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,7801,14.9,5,1
Gemeindevertretung,12061260,61,260,"Königs Wusterhausen, Stadt",P,DIE LINKE,DIE LINKE,6257,11.9,4,1
Gemeindevertretung,12061260,61,260,"Königs Wusterhausen, Stadt",P,AfD,Alternative für Deutschland,6946,13.2,5,2
Gemeindevertretung,12061260,61,260,"Königs Wusterhausen, Stadt",P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,4412,8.4,3,3
Gemeindevertretung,12061260,61,260,"Königs Wusterhausen, Stadt",WG,UBL,Unabhängige Bürgerliste,828,1.6,1,1
Gemeindevertretung,12061260,61,260,"Königs Wusterhausen, Stadt",P,FDP,Freie Demokratische Partei,1949,3.7,1,0
Gemeindevertretung,12061260,61,260,"Königs Wusterhausen, Stadt",WG,WFKW,Wir für KW,4523,8.6,3,0
Gemeindevertretung,12061260,61,260,"Königs Wusterhausen, Stadt",WG,FWKW,Freie Unabhängige Wählergemeinschaft Königs Wusterhausen,6028,11.5,4,1
Gemeindevertretung,12061260,61,260,"Königs Wusterhausen, Stadt",WG,UFL,Unabhängige Frauenliste Königs Wusterhausen,1496,2.9,1,1
Gemeindevertretung,12061260,61,260,"Königs Wusterhausen, Stadt",EB,EB Marx,Einzelwahlvorschlag Marx,1230,2.3,1,0
Gemeindevertretung,12061260,61,260,"Königs Wusterhausen, Stadt",WG,BVO,Bürger vor Ort,1110,2.1,1,0
Gemeindevertretung,12061316,61,316,"Lübben (Spreewald), Stadt",,Wahlberechtigt,Wahlberechtigt,12080,100,0,0
Gemeindevertretung,12061316,61,316,"Lübben (Spreewald), Stadt",,Wähler,Wähler,6785,56.2,0,0
Gemeindevertretung,12061316,61,316,"Lübben (Spreewald), Stadt",,Wahlschein,Wahlschein,1643,24.2,0,0
Gemeindevertretung,12061316,61,316,"Lübben (Spreewald), Stadt",,Gueltig,Gueltig,19629,96.4,0,0
Gemeindevertretung,12061316,61,316,"Lübben (Spreewald), Stadt",,Ungueltig,Ungueltig,167,2.5,0,0
Gemeindevertretung,12061316,61,316,"Lübben (Spreewald), Stadt",,Sitze,Sitze,22,100,0,0
Gemeindevertretung,12061316,61,316,"Lübben (Spreewald), Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,2634,13.4,3,1
Gemeindevertretung,12061316,61,316,"Lübben (Spreewald), Stadt",P,CDU,Christlich Demokratische Union Deutschlands,4493,22.9,5,1
Gemeindevertretung,12061316,61,316,"Lübben (Spreewald), Stadt",P,DIE LINKE,DIE LINKE,2236,11.4,3,0
Gemeindevertretung,12061316,61,316,"Lübben (Spreewald), Stadt",P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,1373,7,2,0
Gemeindevertretung,12061316,61,316,"Lübben (Spreewald), Stadt",WG,PRO LÜBBEN,PRO LÜBBEN,4719,24,5,1
Gemeindevertretung,12061316,61,316,"Lübben (Spreewald), Stadt",EB,EB Sven Gratzias,Einzelwahlvorschlag Sven Gratzias,222,1.1,0,0
Gemeindevertretung,12061316,61,316,"Lübben (Spreewald), Stadt",WG,WG diestadtfraktion,WG diestadtfraktion,3952,20.1,4,0
Gemeindevertretung,12061320,61,320,"Luckau, Stadt",,Wahlberechtigt,Wahlberechtigt,8079,100,0,0
Gemeindevertretung,12061320,61,320,"Luckau, Stadt",,Wähler,Wähler,4867,60.2,0,0
Gemeindevertretung,12061320,61,320,"Luckau, Stadt",,Wahlschein,Wahlschein,849,17.4,0,0
Gemeindevertretung,12061320,61,320,"Luckau, Stadt",,Gueltig,Gueltig,14133,96.8,0,0
