Stimmart,ARS,"Landkreisnummer","Gemeindenummer",Gemeindename,Art des Wahl-vorschlags,"Kurzname","Langname",Anzahl,in Prozent,Sitze,darunter Sitze weiblich,nachrichtlich: Sitze Anspruch,Hinweis
Gemeindevertretung,120600269269,60,269,Wandlitz,P,AfD,Alternative für Deutschland,10504,24.9,7,1,7,
Gemeindevertretung,120600269269,60,269,Wandlitz,P,SPD,Sozialdemokratische Partei Deutschlands,2964,7,2,1,2,
Gemeindevertretung,120600269269,60,269,Wandlitz,LV,BVB / FREIE WÄHLER Wandlitz,Brandenburger Vereinigte Bürgerbewegungen / Freie Wähler Wandlitz,1726,4.1,1,0,1,
Gemeindevertretung,120600269269,60,269,Wandlitz,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,2267,5.4,1,1,1,
Gemeindevertretung,120600269269,60,269,Wandlitz,P,FDP,Freie Demokratische Partei,510,1.2,0,0,0,
Gemeindevertretung,120600269269,60,269,Wandlitz,WG,F.Bg.W.,Freie Bürgergemeinschaft Wandlitz,5457,13,4,1,4,
Gemeindevertretung,120600269269,60,269,Wandlitz,P,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",883,2.1,1,0,1,
Gemeindevertretung,120600269269,60,269,Wandlitz,WG,UWG,"Unabhängige Wählergemeinschaft der Großgemeinde Wandlitz ""Mit den Bürgern - Für die Bürger!"" e.V",4797,11.4,3,1,3,
Gemeindevertretung,120600269269,60,269,Wandlitz,WG,Bündnis 1A Bürgernah,Bündnis 1A Bürgernah - Die Wählerinitiative,214,0.5,0,0,0,
Gemeindevertretung,120600269269,60,269,Wandlitz,WG,Bündnis Klosterfelde,Bündnis Klosterfelde,2559,6.1,2,1,2,
Gemeindevertretung,120600269269,60,269,Wandlitz,EB,EB Fischer,Einzelwahlvorschlag Fischer,558,1.3,0,0,0,
Gemeindevertretung,120600269269,60,269,Wandlitz,EB,EB Kinski,Einzelwahlvorschlag Kinski,980,2.3,1,0,1,
Gemeindevertretung,120600280280,60,280,"Werneuchen, Stadt",,Anzahl Wahlbezirke,Anzahl Wahlbezirke,17,x,,,,
Gemeindevertretung,120600280280,60,280,"Werneuchen, Stadt",,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,17,100,,,,
Gemeindevertretung,120600280280,60,280,"Werneuchen, Stadt",,Wahlberechtigt,Wahlberechtigt,7958,100,,,,
Gemeindevertretung,120600280280,60,280,"Werneuchen, Stadt",,Wähler,Wähler,5803,72.9,,,,
Gemeindevertretung,120600280280,60,280,"Werneuchen, Stadt",,Wahlschein,Wahlschein,1507,26,,,,
Gemeindevertretung,120600280280,60,280,"Werneuchen, Stadt",,Ungültig,Ungültig,113,1.9,,,,
Gemeindevertretung,120600280280,60,280,"Werneuchen, Stadt",,Gültig,Gültig,16941,97.3,,,,
Gemeindevertretung,120600280280,60,280,"Werneuchen, Stadt",,Sitze,Sitze,18,x,18,4,18,
Gemeindevertretung,120600280280,60,280,"Werneuchen, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,2363,13.9,2,0,2,
Gemeindevertretung,120600280280,60,280,"Werneuchen, Stadt",P,DIE LINKE,DIE LINKE,1589,9.4,2,1,2,
Gemeindevertretung,120600280280,60,280,"Werneuchen, Stadt",P,AfD,Alternative für Deutschland,4882,28.8,5,0,5,
Gemeindevertretung,120600280280,60,280,"Werneuchen, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,1425,8.4,1,0,1,
Gemeindevertretung,120600280280,60,280,"Werneuchen, Stadt",WG,UWW/BVB-FW,Unabhängige Wählergruppe Werneuchen / BVB-Freie Wähler,2500,14.8,3,1,3,
Gemeindevertretung,120600280280,60,280,"Werneuchen, Stadt",P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,778,4.6,1,0,1,
Gemeindevertretung,120600280280,60,280,"Werneuchen, Stadt",P,FDP,Freie Demokratische Partei,265,1.6,0,0,0,
Gemeindevertretung,120600280280,60,280,"Werneuchen, Stadt",P,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",273,1.6,0,0,0,
Gemeindevertretung,120600280280,60,280,"Werneuchen, Stadt",EB,EB Keiling,Einzelwahlvorschlag Keiling,719,4.2,1,1,1,
Gemeindevertretung,120600280280,60,280,"Werneuchen, Stadt",WG,WiW,Wählerinitiative Werneuchen,669,3.9,1,0,1,
Gemeindevertretung,120600280280,60,280,"Werneuchen, Stadt",WG,GFW,Gemeinsam für Werneuchen,1478,8.7,2,1,2,
Gemeindevertretung,120605003024,60,024,"Biesenthal, Stadt",,Anzahl Wahlbezirke,Anzahl Wahlbezirke,8,x,,,,
Gemeindevertretung,120605003024,60,024,"Biesenthal, Stadt",,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,8,100,,,,
Gemeindevertretung,120605003024,60,024,"Biesenthal, Stadt",,Wahlberechtigt,Wahlberechtigt,5159,100,,,,
Gemeindevertretung,120605003024,60,024,"Biesenthal, Stadt",,Wähler,Wähler,3633,70.4,,,,
Gemeindevertretung,120605003024,60,024,"Biesenthal, Stadt",,Wahlschein,Wahlschein,1167,32.1,,,,
Gemeindevertretung,120605003024,60,024,"Biesenthal, Stadt",,Ungültig,Ungültig,58,1.6,,,,
Gemeindevertretung,120605003024,60,024,"Biesenthal, Stadt",,Gültig,Gültig,10652,97.7,,,,
Gemeindevertretung,120605003024,60,024,"Biesenthal, Stadt",,Sitze,Sitze,18,x,18,6,18,
Gemeindevertretung,120605003024,60,024,"Biesenthal, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,2208,20.7,4,1,4,
Gemeindevertretung,120605003024,60,024,"Biesenthal, Stadt",P,DIE LINKE,DIE LINKE,1195,11.2,2,0,2,
Gemeindevertretung,120605003024,60,024,"Biesenthal, Stadt",P,AfD,Alternative für Deutschland,1591,14.9,3,1,3,
Gemeindevertretung,120605003024,60,024,"Biesenthal, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,359,3.4,1,0,1,
Gemeindevertretung,120605003024,60,024,"Biesenthal, Stadt",LV,BVB/FW Biesenthal,BVB/FREIE WÄHLER Biesenthal,2649,24.9,4,2,4,
Gemeindevertretung,120605003024,60,024,"Biesenthal, Stadt",P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,817,7.7,1,1,1,
Gemeindevertretung,120605003024,60,024,"Biesenthal, Stadt",P,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",164,1.5,0,0,0,
Gemeindevertretung,120605003024,60,024,"Biesenthal, Stadt",WG,BAM,Biesenthals aktive Mitte,988,9.3,2,1,2,
Gemeindevertretung,120605003024,60,024,"Biesenthal, Stadt",WG,PROD,Pro Danewitz,474,4.4,1,0,1,
Gemeindevertretung,120605003024,60,024,"Biesenthal, Stadt",EB,EB Weprajetzky,Einzelwahlvorschlag Weprajetzky,207,1.9,0,0,0,
Gemeindevertretung,120605003034,60,034,Breydin,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,3,x,,,,
Gemeindevertretung,120605003034,60,034,Breydin,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,3,100,,,,
Gemeindevertretung,120605003034,60,034,Breydin,,Wahlberechtigt,Wahlberechtigt,720,100,,,,
Gemeindevertretung,120605003034,60,034,Breydin,,Wähler,Wähler,559,77.6,,,,
Gemeindevertretung,120605003034,60,034,Breydin,,Wahlschein,Wahlschein,140,25,,,,
Gemeindevertretung,120605003034,60,034,Breydin,,Ungültig,Ungültig,9,1.6,,,,
Gemeindevertretung,120605003034,60,034,Breydin,,Gültig,Gültig,1639,97.7,,,,
Gemeindevertretung,120605003034,60,034,Breydin,,Sitze,Sitze,10,x,10,2,10,
Gemeindevertretung,120605003034,60,034,Breydin,P,SPD,Sozialdemokratische Partei Deutschlands,260,15.9,2,2,2,
Gemeindevertretung,120605003034,60,034,Breydin,P,FDP,Freie Demokratische Partei,96,5.9,0,0,0,
Gemeindevertretung,120605003034,60,034,Breydin,WG,IG-BREYDIN,Interessengemeinschaft Breydin,464,28.3,3,0,3,
Gemeindevertretung,120605003034,60,034,Breydin,WG,Pro Breydin,Wählergruppe Pro Breydin,819,50,5,0,5,
Gemeindevertretung,120605003154,60,154,Marienwerder,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,3,x,,,,
Gemeindevertretung,120605003154,60,154,Marienwerder,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,3,100,,,,
Gemeindevertretung,120605003154,60,154,Marienwerder,,Wahlberechtigt,Wahlberechtigt,1503,100,,,,
Gemeindevertretung,120605003154,60,154,Marienwerder,,Wähler,Wähler,1098,73.1,,,,
Gemeindevertretung,120605003154,60,154,Marienwerder,,Wahlschein,Wahlschein,267,24.3,,,,
Gemeindevertretung,120605003154,60,154,Marienwerder,,Ungültig,Ungültig,31,2.8,,,,
Gemeindevertretung,120605003154,60,154,Marienwerder,,Gültig,Gültig,3167,96.1,,,,
Gemeindevertretung,120605003154,60,154,Marienwerder,,Sitze,Sitze,12,x,12,6,12,
Gemeindevertretung,120605003154,60,154,Marienwerder,P,CDU,Christlich Demokratische Union Deutschlands,325,10.3,1,1,1,
Gemeindevertretung,120605003154,60,154,Marienwerder,WG,WG HEIMAT,"Wählergruppe für Heimat, Tourismus und ländliche Entwicklung",1486,46.9,6,4,6,
Gemeindevertretung,120605003154,60,154,Marienwerder,WG,BÜRGER,Wählergruppe für kommunalpolitisch interessierte Bürger,1356,42.8,5,1,5,
Gemeindevertretung,120605003161,60,161,Melchow,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,2,x,,,,
Gemeindevertretung,120605003161,60,161,Melchow,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,2,100,,,,
Gemeindevertretung,120605003161,60,161,Melchow,,Wahlberechtigt,Wahlberechtigt,924,100,,,,
Gemeindevertretung,120605003161,60,161,Melchow,,Wähler,Wähler,731,79.1,,,,
Gemeindevertretung,120605003161,60,161,Melchow,,Wahlschein,Wahlschein,195,26.7,,,,
Gemeindevertretung,120605003161,60,161,Melchow,,Ungültig,Ungültig,16,2.2,,,,
Gemeindevertretung,120605003161,60,161,Melchow,,Gültig,Gültig,2145,97.8,,,,
Gemeindevertretung,120605003161,60,161,Melchow,,Sitze,Sitze,10,x,10,1,10,
Gemeindevertretung,120605003161,60,161,Melchow,P,SPD,Sozialdemokratische Partei Deutschlands,229,10.7,1,0,1,
Gemeindevertretung,120605003161,60,161,Melchow,P,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",55,2.6,0,0,0,
Gemeindevertretung,120605003161,60,161,Melchow,WG,PROM,Pro Melchow,1225,57.1,6,1,6,
Gemeindevertretung,120605003161,60,161,Melchow,WG,WG NfM,Nachhaltig für Melchow,382,17.8,2,0,2,
Gemeindevertretung,120605003161,60,161,Melchow,WG,WG Nonnenfließ,Wählergruppe Nonnenfließ,254,11.8,1,0,1,
Gemeindevertretung,120605003192,60,192,Rüdnitz,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,4,x,,,,
Gemeindevertretung,120605003192,60,192,Rüdnitz,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,4,100,,,,
Gemeindevertretung,120605003192,60,192,Rüdnitz,,Wahlberechtigt,Wahlberechtigt,1757,100,,,,
Gemeindevertretung,120605003192,60,192,Rüdnitz,,Wähler,Wähler,1256,71.5,,,,
Gemeindevertretung,120605003192,60,192,Rüdnitz,,Wahlschein,Wahlschein,303,24.1,,,,
Gemeindevertretung,120605003192,60,192,Rüdnitz,,Ungültig,Ungültig,17,1.4,,,,
Gemeindevertretung,120605003192,60,192,Rüdnitz,,Gültig,Gültig,3690,97.9,,,,
Gemeindevertretung,120605003192,60,192,Rüdnitz,,Sitze,Sitze,12,x,12,6,12,
Gemeindevertretung,120605003192,60,192,Rüdnitz,WG,WAR,Aktiv für Rüdnitz,1707,46.3,5,3,5,
Gemeindevertretung,120605003192,60,192,Rüdnitz,WG,FWR,Freie Wählerliste Rüdnitz,1796,48.7,6,3,6,
Gemeindevertretung,120605003192,60,192,Rüdnitz,EB,EB Rothe,Einzelwahlvorschlag Rothe,187,5.1,1,0,1,
Gemeindevertretung,120605003250,60,250,Sydower Fließ,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,3,x,,,,
Gemeindevertretung,120605003250,60,250,Sydower Fließ,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,3,100,,,,
Gemeindevertretung,120605003250,60,250,Sydower Fließ,,Wahlberechtigt,Wahlberechtigt,831,100,,,,
Gemeindevertretung,120605003250,60,250,Sydower Fließ,,Wähler,Wähler,659,79.3,,,,
Gemeindevertretung,120605003250,60,250,Sydower Fließ,,Wahlschein,Wahlschein,148,22.5,,,,
Gemeindevertretung,120605003250,60,250,Sydower Fließ,,Ungültig,Ungültig,15,2.3,,,,
Gemeindevertretung,120605003250,60,250,Sydower Fließ,,Gültig,Gültig,1923,97.3,,,,
Gemeindevertretung,120605003250,60,250,Sydower Fließ,,Sitze,Sitze,10,x,10,2,10,
Gemeindevertretung,120605003250,60,250,Sydower Fließ,WG,WSF,Wählergruppe Sydower Fließ,1035,53.8,6,2,6,
Gemeindevertretung,120605003250,60,250,Sydower Fließ,WG,BBSF,Bürgerbündnis Sydower Fließ,773,40.2,4,0,4,
Gemeindevertretung,120605003250,60,250,Sydower Fließ,EB,EB Lenke,Einzelwahlvorschlag Lenke,115,6,0,0,0,
Gemeindevertretung,120605006012,60,012,Althüttendorf,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,1,x,,,,
Gemeindevertretung,120605006012,60,012,Althüttendorf,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,1,100,,,,
Gemeindevertretung,120605006012,60,012,Althüttendorf,,Wahlberechtigt,Wahlberechtigt,611,100,,,,
Gemeindevertretung,120605006012,60,012,Althüttendorf,,Wähler,Wähler,449,73.5,,,,
Gemeindevertretung,120605006012,60,012,Althüttendorf,,Wahlschein,Wahlschein,0,0,,,,
Gemeindevertretung,120605006012,60,012,Althüttendorf,,Ungültig,Ungültig,11,2.4,,,,
Gemeindevertretung,120605006012,60,012,Althüttendorf,,Gültig,Gültig,1294,96.1,,,,
Gemeindevertretung,120605006012,60,012,Althüttendorf,,Sitze,Sitze,8,x,8,2,8,
Gemeindevertretung,120605006012,60,012,Althüttendorf,WG,FFA,Freiwillige Feuerwehr Althüttendorf,515,39.8,3,0,3,
Gemeindevertretung,120605006012,60,012,Althüttendorf,WG,Heimatverein Althüttendorf,Heimatverein Althüttendorf,293,22.6,2,1,2,
Gemeindevertretung,120605006012,60,012,Althüttendorf,EB,EB Gaedeke,Gaedeke,198,15.3,1,0,1,
Gemeindevertretung,120605006012,60,012,Althüttendorf,EB,EB Pieper,Pieper,219,16.9,1,1,1,
Gemeindevertretung,120605006012,60,012,Althüttendorf,EB,EB Schlesinger,Schlesinger,69,5.3,1,0,1,
Gemeindevertretung,120605006068,60,068,Friedrichswalde,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,1,x,,,,
Gemeindevertretung,120605006068,60,068,Friedrichswalde,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,1,100,,,,
Gemeindevertretung,120605006068,60,068,Friedrichswalde,,Wahlberechtigt,Wahlberechtigt,723,100,,,,
Gemeindevertretung,120605006068,60,068,Friedrichswalde,,Wähler,Wähler,587,81.2,,,,
Gemeindevertretung,120605006068,60,068,Friedrichswalde,,Wahlschein,Wahlschein,172,29.3,,,,
Gemeindevertretung,120605006068,60,068,Friedrichswalde,,Ungültig,Ungültig,4,0.7,,,,
Gemeindevertretung,120605006068,60,068,Friedrichswalde,,Gültig,Gültig,1748,99.3,,,,
Gemeindevertretung,120605006068,60,068,Friedrichswalde,,Sitze,Sitze,9,x,9,3,10,
Gemeindevertretung,120605006068,60,068,Friedrichswalde,P,SPD,Sozialdemokratische Partei Deutschlands,103,5.9,1,0,1,
Gemeindevertretung,120605006068,60,068,Friedrichswalde,EB,EB Hakenbeck,Hakenbeck,80,4.6,1,0,1,
Gemeindevertretung,120605006068,60,068,Friedrichswalde,EB,EB Heller,Heller,54,3.1,0,0,0,
Gemeindevertretung,120605006068,60,068,Friedrichswalde,EB,EB Jaensch,Jaensch,236,13.5,1,0,1,
Gemeindevertretung,120605006068,60,068,Friedrichswalde,EB,EB Dr. Schädler,Dr. Schädler,176,10.1,1,1,1,
Gemeindevertretung,120605006068,60,068,Friedrichswalde,EB,EB Schulz,Schulz,153,8.8,1,0,1,
Gemeindevertretung,120605006068,60,068,Friedrichswalde,EB,EB Schwieger,Schwieger,342,19.6,1,1,2,
Gemeindevertretung,120605006068,60,068,Friedrichswalde,EB,EB Seidowski,Seidowski,70,4,0,0,0,
Gemeindevertretung,120605006068,60,068,Friedrichswalde,EB,EB Senften,Senften,81,4.6,1,1,1,
Gemeindevertretung,120605006068,60,068,Friedrichswalde,EB,EB Weiß,Weiß,233,13.3,1,0,1,
Gemeindevertretung,120605006068,60,068,Friedrichswalde,EB,EB Westphal,Westphal,153,8.8,1,0,1,
Gemeindevertretung,120605006068,60,068,Friedrichswalde,EB,EB Winkelmann,Winkelmann,67,3.8,0,0,0,
Gemeindevertretung,120605006100,60,100,"Joachimsthal, Stadt",,Anzahl Wahlbezirke,Anzahl Wahlbezirke,5,x,,,,
Gemeindevertretung,120605006100,60,100,"Joachimsthal, Stadt",,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,5,100,,,,
Gemeindevertretung,120605006100,60,100,"Joachimsthal, Stadt",,Wahlberechtigt,Wahlberechtigt,2758,100,,,,
Gemeindevertretung,120605006100,60,100,"Joachimsthal, Stadt",,Wähler,Wähler,1696,61.5,,,,
Gemeindevertretung,120605006100,60,100,"Joachimsthal, Stadt",,Wahlschein,Wahlschein,455,26.8,,,,
Gemeindevertretung,120605006100,60,100,"Joachimsthal, Stadt",,Ungültig,Ungültig,41,2.4,,,,
Gemeindevertretung,120605006100,60,100,"Joachimsthal, Stadt",,Gültig,Gültig,4910,96.5,,,,
Gemeindevertretung,120605006100,60,100,"Joachimsthal, Stadt",,Sitze,Sitze,16,x,16,6,16,
Gemeindevertretung,120605006100,60,100,"Joachimsthal, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,1444,29.4,5,2,5,
Gemeindevertretung,120605006100,60,100,"Joachimsthal, Stadt",P,DIE LINKE,DIE LINKE,211,4.3,1,0,1,
Gemeindevertretung,120605006100,60,100,"Joachimsthal, Stadt",P,AfD,Alternative für Deutschland,1021,20.8,3,2,3,
Gemeindevertretung,120605006100,60,100,"Joachimsthal, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,368,7.5,1,0,1,
Gemeindevertretung,120605006100,60,100,"Joachimsthal, Stadt",WG,BVB,BVB Freie Wähler Joachimsthal,72,1.5,0,0,0,
Gemeindevertretung,120605006100,60,100,"Joachimsthal, Stadt",P,FDP,Freie Demokratische Partei,257,5.2,1,1,1,
Gemeindevertretung,120605006100,60,100,"Joachimsthal, Stadt",WG,Pro Joachimsthal,Pro Joachimsthal,1130,23,4,0,4,
Gemeindevertretung,120605006100,60,100,"Joachimsthal, Stadt",WG,PUB,Parteiunabhänige Bürger Joachimsthal,270,5.5,1,1,1,
Gemeindevertretung,120605006100,60,100,"Joachimsthal, Stadt",EB,EB Machel,Machel,137,2.8,0,0,0,
Gemeindevertretung,120605006296,60,296,Ziethen,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,2,x,,,,
Gemeindevertretung,120605006296,60,296,Ziethen,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,2,100,,,,
Gemeindevertretung,120605006296,60,296,Ziethen,,Wahlberechtigt,Wahlberechtigt,382,100,,,,
Gemeindevertretung,120605006296,60,296,Ziethen,,Wähler,Wähler,288,75.4,,,,
Gemeindevertretung,120605006296,60,296,Ziethen,,Wahlschein,Wahlschein,40,13.9,,,,
Gemeindevertretung,120605006296,60,296,Ziethen,,Ungültig,Ungültig,8,2.8,,,,
Gemeindevertretung,120605006296,60,296,Ziethen,,Gültig,Gültig,830,96.1,,,,
Gemeindevertretung,120605006296,60,296,Ziethen,,Sitze,Sitze,7,x,7,4,8,
Gemeindevertretung,120605006296,60,296,Ziethen,WG,WG Klein Ziethen,Wählergemeinschaft Klein Ziethen,198,23.9,2,2,2,
Gemeindevertretung,120605006296,60,296,Ziethen,EB,EB Gust,Gust,152,18.3,1,0,1,
Gemeindevertretung,120605006296,60,296,Ziethen,EB,EB Rouvel,Rouvel,65,7.8,1,1,1,
Gemeindevertretung,120605006296,60,296,Ziethen,EB,EB Stein,Stein,185,22.3,1,0,2,
Gemeindevertretung,120605006296,60,296,Ziethen,EB,EB Wölk,Wölk,163,19.6,1,0,1,
Gemeindevertretung,120605006296,60,296,Ziethen,EB,EB Wüstner,Wüstner,67,8.1,1,1,1,
Gemeindevertretung,120605011036,60,036,Britz,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,3,x,,,,
Gemeindevertretung,120605011036,60,036,Britz,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,3,100,,,,
Gemeindevertretung,120605011036,60,036,Britz,,Wahlberechtigt,Wahlberechtigt,1816,100,,,,
Gemeindevertretung,120605011036,60,036,Britz,,Wähler,Wähler,1293,71.2,,,,
Gemeindevertretung,120605011036,60,036,Britz,,Wahlschein,Wahlschein,259,20,,,,
Gemeindevertretung,120605011036,60,036,Britz,,Ungültig,Ungültig,36,2.8,,,,
Gemeindevertretung,120605011036,60,036,Britz,,Gültig,Gültig,3633,93.7,,,,
Gemeindevertretung,120605011036,60,036,Britz,,Sitze,Sitze,12,x,12,3,12,
Gemeindevertretung,120605011036,60,036,Britz,P,DIE LINKE,DIE LINKE,243,6.7,1,0,1,
Gemeindevertretung,120605011036,60,036,Britz,P,FDP,Freie Demokratische Partei,283,7.8,1,0,1,
Gemeindevertretung,120605011036,60,036,Britz,WG,UWG Britz,Unabhängige Wählergemeinschaft Britz,2917,80.3,10,3,10,
Gemeindevertretung,120605011036,60,036,Britz,EB,EB Ahl,Einzelwahlvorschlag Ahl,190,5.2,0,0,0,
Gemeindevertretung,120605011045,60,045,Chorin,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,7,x,,,,
Gemeindevertretung,120605011045,60,045,Chorin,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,7,100,,,,
Gemeindevertretung,120605011045,60,045,Chorin,,Wahlberechtigt,Wahlberechtigt,1993,100,,,,
Gemeindevertretung,120605011045,60,045,Chorin,,Wähler,Wähler,1490,74.8,,,,
Gemeindevertretung,120605011045,60,045,Chorin,,Wahlschein,Wahlschein,308,20.7,,,,
Gemeindevertretung,120605011045,60,045,Chorin,,Ungültig,Ungültig,29,1.9,,,,
Gemeindevertretung,120605011045,60,045,Chorin,,Gültig,Gültig,4359,97.5,,,,
Gemeindevertretung,120605011045,60,045,Chorin,,Sitze,Sitze,12,x,12,2,12,
Gemeindevertretung,120605011045,60,045,Chorin,P,CDU,Christlich Demokratische Union Deutschlands,1064,24.4,3,0,3,
Gemeindevertretung,120605011045,60,045,Chorin,P,DIE LINKE,DIE LINKE,783,18,2,1,2,
Gemeindevertretung,120605011045,60,045,Chorin,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,473,10.9,1,1,1,
Gemeindevertretung,120605011045,60,045,Chorin,WG,UWB,Unabhängige Wählergemeinschaft Brodowin,912,20.9,3,0,3,
Gemeindevertretung,120605011045,60,045,Chorin,EB,EB Dr. Engel,Einzelwahlvorschlag Dr. Engel,317,7.3,1,0,1,
Gemeindevertretung,120605011045,60,045,Chorin,EB,EB Boche,Einzelwahlvorschlag Boche,214,4.9,1,0,1,
Gemeindevertretung,120605011045,60,045,Chorin,EB,EB Krüger,Einzelwahlvorschlag Krüger,453,10.4,1,0,1,
Gemeindevertretung,120605011045,60,045,Chorin,EB,EB Peschke,Einzelwahlvorschlag Peschke,143,3.3,0,0,0,
Gemeindevertretung,120605011092,60,092,Hohenfinow,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,1,x,,,,
Gemeindevertretung,120605011092,60,092,Hohenfinow,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,1,100,,,,
Gemeindevertretung,120605011092,60,092,Hohenfinow,,Wahlberechtigt,Wahlberechtigt,449,100,,,,
Gemeindevertretung,120605011092,60,092,Hohenfinow,,Wähler,Wähler,324,72.2,,,,
Gemeindevertretung,120605011092,60,092,Hohenfinow,,Wahlschein,Wahlschein,39,12,,,,
Gemeindevertretung,120605011092,60,092,Hohenfinow,,Ungültig,Ungültig,12,3.7,,,,
Gemeindevertretung,120605011092,60,092,Hohenfinow,,Gültig,Gültig,917,94.3,,,,
Gemeindevertretung,120605011092,60,092,Hohenfinow,,Sitze,Sitze,8,x,8,2,8,
Gemeindevertretung,120605011092,60,092,Hohenfinow,P,CDU,Christlich Demokratische Union Deutschlands,65,7.1,1,0,1,
Gemeindevertretung,120605011092,60,092,Hohenfinow,WG,Parteilose WG Hohenfinow,Parteilose Wählergruppe Hohenfinow,597,65.1,5,1,5,
Gemeindevertretung,120605011092,60,092,Hohenfinow,EB,EB Gutsche,Einzelwahlvorschlag Gutsche,113,12.3,1,0,1,
Gemeindevertretung,120605011092,60,092,Hohenfinow,EB,EB Domke,Einzelwahlvorschlag Domke,41,4.5,0,0,0,
Gemeindevertretung,120605011092,60,092,Hohenfinow,EB,EB Eglin,Einzelwahlvorschlag Eglin,30,3.3,0,0,0,
Gemeindevertretung,120605011092,60,092,Hohenfinow,EB,EB Gellenbeck,Einzelwahlvorschlag Gellenbeck,27,2.9,0,0,0,
Gemeindevertretung,120605011092,60,092,Hohenfinow,EB,EB Püschel,Einzelwahlvorschlag Püschel,44,4.8,1,1,1,
Gemeindevertretung,120605011128,60,128,Liepe,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,1,x,,,,
Gemeindevertretung,120605011128,60,128,Liepe,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,1,100,,,,
Gemeindevertretung,120605011128,60,128,Liepe,,Wahlberechtigt,Wahlberechtigt,575,100,,,,
Gemeindevertretung,120605011128,60,128,Liepe,,Wähler,Wähler,403,70.1,,,,
Gemeindevertretung,120605011128,60,128,Liepe,,Wahlschein,Wahlschein,108,26.8,,,,
